"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL273915";"";"None";"790.91";"3";"6.59";"35";"COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(C(=O)O)cc4)CC3)CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C2)cc1OC";"IC50";"'='";"4.56";"nM";"8.34";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL840937";"Antagonistic activity against histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129219";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"4.56"
"CHEMBL94726";"";"None";"748.85";"2";"6.75";"22";"COc1ccc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc4c(c3)OCO4)C2)c(OC)c1OC";"IC50";"'='";"6.59";"nM";"8.18";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL840937";"Antagonistic activity against histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129219";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"6.59"
"CHEMBL83073";"";"None";"362.39";"0";"4.42";"3n";"CN(C)CC1CC2c3cccc(C(F)(F)F)c3Cc3ccccc3N2O1";"IC50";"'='";"37.15";"nM";"7.43";"";"";"UO_0000065";"20.50";"0.39";"3.01";"47.29";"0";"CHEMBL697643";"Binding affinity at human cloned Histamine H1 receptor expressed in CHO cells by [3H]pyrilamine displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135381";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"7.43"
"CHEMBL567791";"";"None";"387.92";"0";"3.66";"4b";"Cc1cc(N(C)C)nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(Cl)cc3)CC2)n1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"15.72";"0.31";"2.44";"8.69";"0";"CHEMBL1037062";"Displacement of [3H]pyrilamine from human histamine H1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156067";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.8"
"CHEMBL578170";"";"None";"367.50";"0";"3.31";"4k";"Cc1ccc(C(=O)N[C@H]2CC[C@@H](Nc3ncc(C)c(N(C)C)n3)CC2)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"18.42";"0.34";"3.46";"9.65";"0";"CHEMBL1037062";"Displacement of [3H]pyrilamine from human histamine H1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156067";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.17"
"CHEMBL577904";"";"None";"403.48";"0";"3.53";"4t";"Cc1cnc(N[C@H]2CC[C@@H](CNC(=O)c3ccc(F)c(F)c3)CC2)nc1N(C)C";"IC50";"'='";"920.0";"nM";"6.04";"";"";"UO_0000065";"14.96";"0.28";"2.51";"8.60";"0";"CHEMBL1037062";"Displacement of [3H]pyrilamine from human histamine H1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156067";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.92"
"CHEMBL95125";"";"None";"756.73";"2";"7.58";"4";"COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccccn4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC";"IC50";"'='";"6.36";"nM";"8.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL840937";"Antagonistic activity against histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129219";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"6.36"
"CHEMBL318369";"";"None";"779.76";"2";"7.48";"31";"CCOC(=O)CCCn1c(C(=O)C2CCN(CCC3(c4ccc(Cl)c(Cl)c4)CCN(C(=O)c4cc(OC)c(OC)c(OC)c4)C3)CC2)nc2ccccc21";"IC50";"'='";"6.02";"nM";"8.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL840937";"Antagonistic activity against histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129219";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"6.02"
"CHEMBL511";"PYRILAMINE";"4.0";"285.39";"0";"2.66";"Mepyramine";"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1";"IC50";"'='";"12.59";"nM";"7.90";"";"";"UO_0000065";"27.68";"0.51";"5.24";"27.62";"0";"CHEMBL692983";"Inhibitory activity against human Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145948";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-7.9"
"CHEMBL1774500";"";"None";"516.60";"1";"2.25";"(Z)-19a";"Cn1c(N2CCN(CC/C=C3/c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"13.70";"0.25";"4.83";"7.29";"0";"CHEMBL1775250";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772991";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307512";"";"";"";"84.0"
"CHEMBL330172";"";"None";"687.84";"2";"6.27";"1l";"COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4cccnc4)CC3)(c3ccccc3)C2)cc(OC)c1OC";"IC50";"'='";"416.0";"nM";"6.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL691452";"Antagonism of the human histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150559";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"416.0"
"CHEMBL1783972";"";"None";"368.48";"0";"4.33";"3{21}";"CN1CCc2c(c3cc(-c4cccnc4)ccc3n2CCc2ccccn2)C1";"IC50";"'='";"7160.0";"nM";"5.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786003";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"7.16"
"CHEMBL900";"ORPHENADRINE";"4.0";"269.39";"0";"3.66";"ORPHENADRINE";"Cc1ccccc1C(OCCN(C)C)c1ccccc1";"IC50";"'='";"1241.0";"nM";"5.91";"";"";"UO_0000065";"21.92";"0.40";"2.25";"47.36";"0";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";"1.241"
"CHEMBL998";"LORATADINE";"4.0";"382.89";"0";"4.89";"LORATADINE";"CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"17.68";"0.34";"1.88";"15.95";"0";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";"0.17"
"CHEMBL451";"CHLORDIAZEPOXIDE";"4.0";"299.76";"0";"2.95";"CHLORDIAZEPOXIDE";"CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1";"IC50";"'='";"1795.0";"nM";"5.75";"";"";"UO_0000065";"19.17";"0.37";"2.80";"11.39";"0";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";"1.795"
"CHEMBL563520";"";"None";"535.67";"1";"3.60";"6a";"Cn1c(NCCCN2CCC(CN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"13.70";"0.26";"3.74";"7.35";"0";"CHEMBL1059633";"Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307512";"";"";"";"46.0"
"CHEMBL914";"FEXOFENADINE";"4.0";"501.67";"2";"5.51";"37";"CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"14.17";"0.26";"1.60";"8.78";"0";"CHEMBL1059632";"Inhibition of histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"78.0"
"CHEMBL1783954";"";"None";"305.43";"0";"3.58";"3{3}";"Cc1ccc2c(c1)c1c(n2CCc2ccccn2)CCN(C)C1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786003";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"0.5"
"CHEMBL715";"OLANZAPINE";"4.0";"312.44";"0";"3.44";"OLANZAPINE";"Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"25.24";"0.49";"4.45";"25.55";"0";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";"0.013"
"CHEMBL726";"FLUPHENAZINE";"4.0";"437.53";"0";"4.31";"FLUPHENAZINE";"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"16.91";"0.34";"3.09";"24.70";"0";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";"0.04"
"CHEMBL563271";"";"None";"551.67";"1";"2.75";"34";"Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(OCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"12.79";"0.25";"4.31";"7.04";"0";"CHEMBL1059633";"Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307512";"";"";"";"88.0"
"CHEMBL559664";"";"None";"521.64";"1";"2.53";"27";"Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"14.18";"0.27";"4.87";"8.13";"0";"CHEMBL1059633";"Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307512";"";"";"";"40.0"
"CHEMBL1783953";"";"None";"291.40";"0";"3.27";"3{2}";"CN1CCc2c(c3ccccc3n2CCc2ccccn2)C1";"IC50";"'='";"930.0";"nM";"6.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1785997";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"0.93"
"CHEMBL4565774";"";"None";"529.00";"2";"6.19";"11c";"OC(COc1ccccc1C(F)(F)F)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"'='";"81.78";"nM";"7.09";"";"";"UO_0000065";"13.40";"0.26";"0.90";"15.55";"0";"CHEMBL4410552";"Antagonist activity at histamine H1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406894";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"81.78"
"CHEMBL914";"FEXOFENADINE";"4.0";"501.67";"2";"5.51";"37";"CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"15.60";"0.29";"2.31";"9.66";"0";"CHEMBL3424159";"Inhibition of histamine H1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3421561";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"15.0"
"CHEMBL104";"CLOTRIMAZOLE";"4.0";"344.85";"1";"5.38";"SID26747486";"Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1";"IC50";"'='";"29406.0";"nM";"4.53";"";"";"UO_0000065";"13.14";"0.25";"-0.85";"25.43";"0";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";"29.406"
"CHEMBL85155";"";"None";"308.43";"0";"3.71";"3b";"Cc1ccc2c(c1)Cc1ccccc1N1OC(CN(C)C)CC21";"IC50";"'='";"15.85";"nM";"7.80";"";"";"UO_0000065";"25.29";"0.46";"4.09";"49.65";"0";"CHEMBL697643";"Binding affinity at human cloned Histamine H1 receptor expressed in CHO cells by [3H]pyrilamine displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135381";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"7.8"
"CHEMBL1197564";"NORKETOTIFEN";"2.0";"295.41";"0";"3.67";"BDBM181150";"O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21";"IC50";"'='";"11000.0";"nM";"4.96";"";"397187";"UO_0000065";"16.79";"0.32";"1.29";"17.04";"1";"CHEMBL3888385";"Binding Assay: The specific binding of the radioactive ligand to the receptor was defined as the difference between total binding and nonspecific binding, determined in the presence of excess unlabeled ligand.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886689";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"11000.0"
"CHEMBL998";"LORATADINE";"4.0";"382.89";"0";"4.89";"BDBM22876";"CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"'='";"1500000.0";"nM";"";"Outside typical range";"397191";"UO_0000065";"";"";"";"";"1";"CHEMBL3888385";"Binding Assay: The specific binding of the radioactive ligand to the receptor was defined as the difference between total binding and nonspecific binding, determined in the presence of excess unlabeled ligand.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886689";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"1500000.0"
"CHEMBL1651208";"";"None";"461.95";"1";"6.18";"2";"O=C(O)c1cc(-c2cccc(COc3ccc4c(c3)CN(C3CCCC3)C4=O)c2)ccc1Cl";"IC50";"'='";"8150.0";"nM";"5.09";"";"";"UO_0000065";"11.02";"0.21";"-1.09";"7.61";"0";"CHEMBL2183558";"Inhibition of radioligand binding to human histamine H1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177081";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"8.15"
"CHEMBL511";"PYRILAMINE";"4.0";"285.39";"0";"2.66";"Chemical Probe: Pyrilamine";"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"29.77";"0.55";"5.83";"29.70";"1";"CHEMBL5721254";"Inhibition of H1R (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5715956";"72";"Chemical Probe data from Scientific Literature";"ACS Chem Biol";"2017";"None";"";"INHIBITOR";"";"3.2"
"CHEMBL314107";"";"None";"330.38";"0";"3.68";"3t";"CN(C)CC1CC2c3cc(F)ccc3Cc3ccc(F)cc3N2O1";"IC50";"'='";"16.98";"nM";"7.77";"";"";"UO_0000065";"23.52";"0.44";"4.09";"49.46";"0";"CHEMBL697643";"Binding affinity at human cloned Histamine H1 receptor expressed in CHO cells by [3H]pyrilamine displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135381";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"7.77"
"CHEMBL24665";"";"None";"255.24";"0";"2.60";"17b";"NCCc1c[nH]c(-c2cccc(C(F)(F)F)c2)n1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"23.51";"0.46";"3.40";"10.97";"0";"CHEMBL692983";"Inhibitory activity against human Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145948";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-6.0"
"CHEMBL326263";"";"None";"503.59";"2";"5.75";"2";"N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1";"IC50";"'='";"795.0";"nM";"6.10";"";"";"UO_0000065";"12.11";"0.23";"0.35";"10.78";"0";"CHEMBL691451";"Inhibition of histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"795.0"
"CHEMBL11";"IMIPRAMINE";"4.0";"280.42";"0";"3.88";"imipramine";"CN(C)CCCN1c2ccccc2CCc2ccccc21";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"26.99";"0.49";"3.69";"116.80";"0";"CHEMBL3090832";"Binding affinity to histamine H1 receptor (unknown origin) by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085767";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"0.027"
"CHEMBL158352";"";"None";"237.39";"0";"3.42";"1e";"NCCCCCCCCCCCc1c[nH]cn1";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"27.80";"0.53";"3.18";"12.07";"0";"CHEMBL692983";"Inhibitory activity against human Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145948";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-6.6"
"CHEMBL322194";"";"None";"668.84";"2";"5.87";"23";"CCOCCn1c(C(=O)C2CCN(CCC3(c4ccccc4)CCN(C(=O)c4cc(OC)c(OC)c(OC)c4)C3)CC2)nc2ccccc21";"IC50";"'='";"6.42";"nM";"8.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL840937";"Antagonistic activity against histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129219";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"6.42"
"CHEMBL117537";"";"None";"476.61";"1";"6.04";"45";"O=C(CCCc1ccccc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"IC50";"'='";"1930.0";"nM";"5.71";"";"";"UO_0000065";"11.99";"0.22";"-0.33";"24.27";"0";"CHEMBL691451";"Inhibition of histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1930.0"
"CHEMBL3609328";"";"None";"328.37";"0";"3.35";"1";"CN1CCN(C2=Nc3cc(F)ccc3Nc3ccc(F)cc32)CC1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"27.41";"0.51";"5.65";"29.15";"0";"CHEMBL3610942";"Inhibition of recombinant human histamine H1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3608218";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"1.0"
"CHEMBL511";"PYRILAMINE";"4.0";"285.39";"0";"2.66";"mepyramine";"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1";"IC50";"'='";"46.77";"nM";"7.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2169534";"Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163313";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";"";"";"7.33"
